song_id,speechiness,instrumentalness,key,time signature,acousticness,danceability,energy,loudness,tempo,genre
4k5FaS9QHmeJNu7kDNkLnO,0.0345,5.04e-05,10,4,0.461,0.387,0.473,-6.93,200.764,sad
4KlL5Bwlm4yHYxr0B2rHci,0.0396,0.00056,1,4,0.952,0.444,0.179,-12.938,72.255,sad
4RL77hMWUq35NYnPLXBpih,0.051,0.00106,4,4,0.952,0.379,0.29,-8.485,166.467,sad
6ZeQp2XTOiPCePWRfCHSo5,0.0294,2.33e-06,5,4,0.76,0.422,0.321,-8.952,78.533,sad
5wzuewBsK1GdViQK4uBraa,0.0307,1.1e-05,4,4,0.889,0.33,0.21,-10.808,128.154,sad
48wSJ6NhMFYYB6LjdnPNjM,0.0334,3.88e-06,0,3,0.953,0.572,0.231,-6.316,96.729,sad
6yIHGmQLJxWAUZ1ZkENemN,0.038,0.0,0,4,0.947,0.41,0.0485,-13.918,137.97,sad
1T7AiFL9ruKKwlONN35Vh0,0.0304,0.0,11,4,0.473,0.553,0.507,-6.24,83.093,sad
2mcTmOwuU7TlvgRnKMt5ke,0.0708,5.06e-06,5,5,0.929,0.383,0.232,-11.247,75.816,sad
2zQAAj53fCLog8hzBfT1Fs,0.0388,0.0,0,4,0.85,0.334,0.327,-8.454,81.204,sad
5vjLSffimiIP26QG5WcN2K,0.055,0.0,2,4,0.497,0.608,0.445,-9.551,119.886,sad
4uzUuDjoufcBXYZ27CsLIF,0.0343,0.0,0,4,0.4,0.611,0.489,-6.771,78.145,sad
0M3HkE321xpCbCYqVKzr1q,0.0486,0.0,2,4,0.337,0.576,0.835,-6.826,150.017,sad
6SFStUDQZNaGPKWOx9ZiJB,0.117,0.0,1,4,0.0372,0.697,0.683,-2.881,96.133,happy
1wsLHgXJ4SKIfd5ePSX1hD,0.036,0.0,7,4,0.293,0.652,0.897,-4.481,114.033,happy
575NJxNUVDqwJGdzBrlLbv,0.257,0.0,7,4,0.0882,0.694,0.852,-5.34,107.178,happy
15kQGEy89K8deJcZVFEn0N,0.0439,0.0,1,4,0.0558,0.575,0.571,-7.906,105.049,happy
5JEx7HbmvHQQswJCsoo9rA,0.0621,0.0,1,4,0.0969,0.574,0.758,-5.029,144.111,happy
78nplE9X2ZGvQh3TKgvldE,0.0393,0.0,10,4,0.237,0.67,0.743,-4.993,125.944,happy
4VUwkH455At9kENOfzTqmF,0.0337,0.0,2,4,0.346,0.638,0.717,-4.722,100.027,happy
4keoy2fqgwGnbWlm3ZVZFa,0.047,1.49e-06,4,3,0.579,0.503,0.741,-5.128,88.335,happy
14sOS5L36385FJ3OL8hew4,0.0801,0.0,9,4,0.374,0.693,0.575,-6.998,117.999,happy
1ZLrDPgR7mvuTco3rQK8Pk,0.0323,0.0,10,4,0.269,0.737,0.747,-4.818,105.943,happy
0DC7Zs2qvAbNK1owWQ4mlL,0.151,0.0,8,4,0.0889,0.604,0.546,-5.691,179.847,happy
2jZIfoe48eUeOEnP9Ho4h2,0.0435,0.0,1,4,0.123,0.703,0.748,-6.047,111.943,happy
25sgk305KZfyuqVBQIahim,0.0476,0.0,1,4,0.0691,0.719,0.704,-4.724,133.002,happy
5ow0sNF1zSqp71Ix5jEXWU,0.0649,0.0,11,4,0.27,0.659,0.617,-5.862,119.858,happy
2ARqIya5NAuvFVHSN3bL0m,0.058,0.0,7,4,0.208,0.748,0.652,-3.02,106.914,happy
1rqqCSm0Qe4I9rUvWncaom,0.0618,0.0,5,4,0.193,0.579,0.904,-2.729,82.014,happy
3DGar7krWlmrXRFHBcQF6z,0.0621,0.0,7,4,0.151,0.734,0.765,-5.562,109.989,happy
2F83FxNVkK6PPMHuYnwyVc,0.0505,0.0,7,4,0.128,0.743,0.529,-6.187,102.048,happy
76cy1WJvNGJTj78UqeA5zr,0.0943,0.0,7,4,0.0403,0.836,0.544,-5.975,97.028,happy
6jreFSOTUAViWjKyzOC4Kg,0.0473,0.0,0,4,0.269,0.601,0.775,-4.612,119.964,happy
3towKHKVOXCCcL1fHv6xFO,0.0767,6.67e-06,0,4,0.0342,0.672,0.82,-5.473,100.069,happy
01k24g94i1JvkFLQmVEdCd,0.0904,0.0,8,4,0.0615,0.647,0.853,-4.516,103.846,happy
4AMY0oGSt7vZwgxDnHCJBr,0.0346,0.0,0,4,0.0796,0.636,0.63,-6.396,104.845,happy
0ySwEFQoOhVaGBky9iCdFJ,0.0397,0.0,11,4,0.156,0.576,0.719,-5.163,94.921,happy
7jr3iPu4O4bTCVwLMbdU2i,0.137,0.0,8,4,0.0658,0.678,0.729,-4.188,99.895,happy
5N5k9nd479b1xpDZ4usjrg,0.0394,4.91e-06,11,4,0.0119,0.781,0.768,-5.991,123.07,happy
3gicyfiEVMGONgzygpWjNT,0.0507,0.0,4,4,0.331,0.598,0.904,-2.293,138.091,happy
0N8MGHEDAq29ip7RrlrTeN,0.039,0.0,0,4,0.19,0.537,0.837,-4.477,90.083,happy
0kg36eEw4un3UwGvnf93xT,0.0597,0.0,1,4,0.0718,0.631,0.624,-5.504,179.925,happy
2CLB3YjyYcuWVckL9pCm1i,0.066,6.73e-05,2,4,0.461,0.854,0.623,-5.39,113.047,happy
4ut5G4rgB1ClpMTMfjoIuy,0.0311,0.0,6,4,0.0129,0.414,0.486,-6.431,128.038,happy
6rrTr2HEAzlpC4KWZxF3S1,0.0536,0.0,5,4,0.173,0.757,0.849,-3.424,150.036,happy
14msK75pk3pA33pzPVNtBF,0.323,0.0,1,4,0.578,0.725,0.321,-10.744,70.142,happy
0v3BMLcwUmAwyqJaf5997o,0.0975,0.0,6,4,0.0348,0.732,0.922,-1.829,120.033,happy
7FjZU7XFs7P9jHI9Z0yRhK,0.0666,7.08e-06,10,4,0.121,0.7,0.872,-5.896,125.03,happy
3gFgp6Ofp808Kc2qLQiN5e,0.177,0.0,1,4,0.0901,0.707,0.674,-5.578,95.02,happy
14nIFzHQf1OBWf6VHVR8DF,0.106,0.0,7,4,0.0835,0.711,0.724,-4.809,104.048,happy
5Ef2noaxqTAfa5gLVw05OJ,0.19,0.0,11,4,0.0352,0.745,0.719,-4.291,99.962,happy
6iMoJ3UdrO2ZjzzcaN8Eom,0.0675,0.0,0,4,0.0938,0.675,0.849,-3.841,100.111,happy
6zTKuNMEU3svBn65L6u88M,0.0403,2.67e-05,8,4,0.00417,0.768,0.589,-8.991,97.979,happy
2hnxrRNzF74mdDzpQZQukQ,0.0896,0.0,2,4,0.49,0.755,0.625,-7.114,147.02,calm
5kfNriitmkNE8mUbZ7gbq8,0.0985,3.02e-05,10,4,0.606,0.551,0.44,-8.559,167.923,calm
5p7ujcrUXASCNwRaWNHR1C,0.0705,9.11e-06,6,4,0.297,0.752,0.488,-7.05,136.041,calm
4keoy2fqgwGnbWlm3ZVZFa,0.047,1.49e-06,4,3,0.579,0.503,0.741,-5.128,88.335,calm
6fFTPGGItuEpjwXRUIr4rk,0.0594,0.0,0,4,0.603,0.798,0.175,-12.603,93.994,calm
1Fo4OvzP9PThFKMeMIAEYu,0.0339,0.0,7,4,0.82,0.681,0.34,-8.617,129.98,calm
3nc420PXjTdBV5TN0gCFkS,0.0412,9.58e-05,0,4,0.584,0.506,0.693,-7.265,139.912,calm
6GzApXoBQiiAjak3tOQfV3,0.0346,0.0,0,4,0.0132,0.611,0.52,-5.445,159.927,calm
6AkFxZzBfyzV5RF7mGkASM,0.031,0.0,1,4,0.649,0.607,0.478,-5.702,88.979,calm
4BiiOzZCrXEzHRLYcYFiD5,0.0958,3.6e-06,1,4,0.488,0.773,0.699,-5.982,104.941,calm
3JJYIoJ5FyY9E0DGjr7SXF,0.044,0.0,3,4,0.175,0.696,0.693,-4.64,126.025,calm
0d2iYfpKoM0QCKvcLCkBao,0.321,0.0,6,4,0.555,0.56,0.68,-7.648,89.391,calm
2uaiyLKnYvazyfR0Ky3Kbk,0.0318,0.0,1,4,0.733,0.649,0.548,-5.692,150.036,calm
4VUwkH455At9kENOfzTqmF,0.0337,0.0,2,4,0.346,0.638,0.717,-4.722,100.027,calm
1uru26I2JKd2mQZt0MDCUe,0.103,0.0,1,4,0.215,0.404,0.531,-4.328,164.848,calm
4fFfyouye6vrX9o9z4PVMu,0.0371,0.0,5,4,0.693,0.47,0.221,-9.243,133.714,calm
4T3fNx3CgwDRRYgmFCbD4J,0.0964,0.391,0,4,0.0984,0.442,0.585,-10.332,97.565,calm
6Qs4SXO9dwPj5GKvVOv8Ki,0.0656,1.97e-06,8,4,0.45,0.741,0.52,-7.513,102.998,calm
6r3baE6njwU4aoJq6zPukG,0.0409,0.0,0,4,0.173,0.661,0.412,-6.585,85.932,calm
5Fyjxarrx6ZFrZ2DHte8Z5,0.0562,0.0,11,4,0.417,0.659,0.696,-5.253,124.912,calm
3EPXxR3ImUwfayaurPi3cm,0.0362,0.0,11,4,0.697,0.553,0.586,-6.319,126.684,calm
1ZLrDPgR7mvuTco3rQK8Pk,0.0323,0.0,10,4,0.269,0.737,0.747,-4.818,105.943,calm
4gB61mP4tNChn4LgfquMhi,0.0391,0.0,11,4,0.154,0.711,0.517,-7.695,119.945,calm
5rFj8OzffT0iggSjcBaeND,0.046,0.0,1,4,0.476,0.584,0.407,-7.356,115.124,calm
5NACaWLnFkMDY5c4IUiqml,0.0421,0.0,3,4,0.204,0.702,0.473,-7.499,104.974,calm
0ibG3XCJ32Qq9maUY4AViR,0.0558,0.0,8,4,0.69,0.796,0.53,-5.967,105.031,calm
2qXicQG06oT0ijKBznpgQv,0.088,0.0,11,4,0.202,0.745,0.477,-7.706,136.055,calm
1NEV2pt7AJSHWadhfCZ48t,0.0404,0.0,0,4,0.338,0.704,0.622,-8.29,104.984,calm
22pBf2FVR5WYMcZ1ROSINP,0.042,0.0,2,4,0.55,0.638,0.411,-5.979,96.969,calm
64TfjW0Ebj9Uq0ik2OfmE7,0.0314,0.0,0,4,0.811,0.628,0.485,-6.299,94.781,calm
216afVgCJWieLyqPDwziwq,0.0326,0.133,6,4,0.365,0.685,0.658,-7.548,102.028,calm
07ipXN6CNTw34qwSYePKpg,0.0414,0.0,4,4,0.636,0.811,0.447,-6.55,99.995,calm
2CTN6UuO2dNEVZXR0DJVk2,0.0412,7.14e-05,6,4,0.0599,0.654,0.528,-6.224,82.014,calm
54iSfkh69fxhnSNrgvTEBp,0.0357,0.0,4,4,0.558,0.741,0.466,-7.258,102.058,calm
0DC7Zs2qvAbNK1owWQ4mlL,0.151,0.0,8,4,0.0889,0.604,0.546,-5.691,179.847,calm
1LxlsAn1gECKoqLtOslshm,0.0298,0.0,10,4,0.901,0.508,0.29,-7.846,135.114,calm
6wnYRj6VDtrPobW9ob3XWs,0.0294,0.0,3,4,0.481,0.647,0.438,-7.957,94.99,calm
52iLDrSoRtf9lcgFuLVfqE,0.0483,0.0,11,4,0.743,0.681,0.292,-9.599,64.002,calm
2ZrHbO88rM6Ijeg0aJmSzl,0.193,0.0,1,4,0.752,0.675,0.604,-6.266,168.034,calm
10unIjOu5Jurco3SDbV4HZ,0.0248,0.0,5,3,0.168,0.621,0.524,-7.056,97.456,calm
1p5kC161fWMA2QlwV3Vi4W,0.0653,3.25e-06,0,4,0.214,0.828,0.653,-6.245,68.507,angry
1GCbc1vpkZA2zhjsSFhmHT,0.0437,0.000303,1,4,0.0271,0.775,0.904,-4.08,130.009,angry
5Z01UMMf7V1o0MzF86s6WJ,0.266,0.000647,2,4,0.00704,0.698,0.732,-4.522,171.431,angry
7lQ8MOhq6IN2w8EYcFNSUk,0.0858,0.0,7,4,0.00348,0.929,0.65,-2.882,112.249,angry
4xkOaSrkexMciUUogZKVTS,0.217,0.0,1,4,0.0757,0.572,0.853,-3.203,171.297,angry
3dkKXwgAmYTf2TwYds2E12,0.338,0.0,2,4,0.0261,0.727,0.873,-4.071,95.122,angry
0VZs2OQq4axr8GFRdC9nyD,0.212,0.0,6,4,0.318,0.656,0.855,-4.282,140.057,angry
72gGeQ0dZ7E8RlBeNJNJkb,0.0794,0.0,9,4,0.0556,0.785,0.86,-3.642,110.048,angry
7kNlRLC9PEH8nXMVawssMx,0.19,2.21e-06,2,3,0.0133,0.478,0.951,-2.347,179.978,angry
7Ie9W94M7OjPoZVV216Xus,0.264,0.0,0,5,0.529,0.855,0.954,-1.19,114.635,angry
0dyWQoMOU9oERL6c9vxtRp,0.243,0.0,8,4,0.239,0.701,0.931,-0.945,79.996,angry
44ut2KJnt0HQMnUaMlDv9W,0.103,0.0,11,3,0.34,0.857,0.841,-2.839,112.023,angry
1mavQ4WCzXSeL2Dm5DS4GQ,0.474,0.0,9,4,0.276,0.664,0.899,-3.711,164.125,angry
6or1bKJiZ06IlK0vFvY75k,0.314,0.0,7,4,0.397,0.708,0.843,-2.66,148.14,angry
3CpoeW0cZSDzIRv5z34F87,0.0983,1.62e-06,5,4,0.00196,0.664,0.81,-4.295,164.052,angry
3Q0mJByJRrUTZGrBFYnfCP,0.29,0.000218,1,4,0.0206,0.682,0.759,-3.471,81.837,angry
15JINEqzVMv3SvJTAXAKED,0.227,0.0,10,4,0.241,0.749,0.925,-5.034,86.989,angry
42YNobZ4HN3tRVEA47wLT6,0.355,0.0,1,4,0.0529,0.535,0.73,-5.574,74.89,angry
2bnDTGikdoO8CwzlAPyBHR,0.206,0.0,6,4,0.00325,0.665,0.878,-4.745,93.047,angry
5zpDHEU12zATwLGvozxPw2,0.27,0.0,0,4,0.343,0.651,0.671,-8.183,90.135,angry
23wfXwnsPZYe5A1xXRHb3J,0.241,0.0,4,4,0.13,0.81,0.871,-2.672,87.328,angry
04aAxqtGp5pv12UXAg4pkq,0.0697,0.0,4,4,0.004,0.385,0.866,-2.817,176.014,angry
1X1DWw2pcNZ8zSub3uhlNz,0.0565,0.0,10,4,0.0653,0.421,0.873,-4.343,84.803,angry
3C9GbDz0kpP9GyoDWXLBUM,0.126,0.0,7,4,0.0775,0.592,0.926,-3.469,99.018,angry
3CNqo3gYrfexdrtjFmC9he,0.193,0.0,5,4,0.104,0.835,0.706,-3.219,94.086,angry
3nKeNPOQXlQhT7vPPdwDaq,0.0333,0.0,5,4,0.339,0.634,0.526,-7.881,90.087,angry
4ywvnllm7kpaXDsa1VNNpY,0.0976,0.0,9,4,0.0319,0.646,0.795,-3.293,89.99,angry
1ARJhjuI6TNYZCxYygFQ4F,0.19,0.0,8,4,0.283,0.816,0.851,-4.166,137.968,angry
12yGwtB2h9NlzeOKYfVYTF,0.0371,0.0,2,4,0.225,0.801,0.454,-6.035,125.139,angry
7rv0UuxMX7CpUUwEE1jVrd,0.0868,0.0,0,4,0.131,0.739,0.938,-4.446,130.018,angry
3JA9Jsuxr4xgHXEawAdCp4,0.327,0.0,0,4,0.187,0.483,0.648,-8.651,93.939,angry
28AUzRo0nQLESL55WDV0um,0.109,0.0,7,4,0.0338,0.663,0.861,-3.398,119.963,angry
7ElF5zxOwYP4qVSWVvse3W,0.0314,0.0,3,4,0.0327,0.607,0.934,-4.217,122.01,angry
6tS3XVuOyu10897O3ae7bi,0.0569,0.0,0,4,0.00446,0.791,0.754,-3.729,125.014,angry
1ExfPZEiahqhLyajhybFeS,0.0621,0.0,11,4,0.332,0.738,0.804,-3.851,174.943,angry
455AfCsOhhLPRc68sE01D8,0.0415,4.31e-05,3,4,0.00125,0.649,0.815,-3.796,126.03,angry
77TT8Xvx637TpzV8kKGkUw,0.0986,0.137,0,4,0.069,0.599,0.803,-3.641,126.057,angry
0qOnSQQF0yzuPWsXrQ9paz,0.0976,0.0,9,4,0.0319,0.646,0.795,-3.293,89.99,angry
2Lhdl74nwwVGOE2Gv35QuK,0.12,0.0,1,4,0.237,0.72,0.744,-6.938,78.953,angry
3bfqkspKABT4pPicm6wC9F,0.0513,0.0,10,4,0.134,0.716,0.838,-4.289,130.034,angry
